ph,turbidity,solids,chloramines,sulfate,conductivity,organic_carbon,hardness,temperature,dissolved_oxygen,potability
6.783,1.863,28521.966,6.907,279.826,436.82,8.508,236.518,25.752,7.418,1
6.935,2.742,7533.194,3.28,313.648,391.576,12.889,129.391,15.544,7.099,1
5.348,2.281,30649.919,4.693,91.271,418.372,15.517,251.389,26.381,5.036,1
7.194,4.863,19377.696,5.508,364.288,357.312,6.501,233.76,25.172,8.327,0
8.349,3.009,23910.549,3.649,158.799,339.785,6.553,205.926,21.946,11.231,1
6.013,2.102,23144.163,5.9,282.927,273.049,9.52,189.758,23.357,4.837,0
7.436,6.651,21510.235,6.331,416.955,416.686,11.635,138.044,23.378,7.196,0
6.184,4.737,28301.907,6.186,346.167,517.082,2.614,228.994,25.561,10.385,0
6.428,0.872,10464.292,4.798,138.355,345.757,15.083,167.866,27.329,6.001,1
8.577,0.855,16483.541,7.282,249.867,365.579,11.679,237.877,38.0,8.191,0
6.557,2.114,11956.495,4.585,369.842,321.231,1.92,278.012,23.981,8.107,1
7.562,0.98,6475.483,4.402,195.574,285.678,7.491,178.62,19.264,8.585,1
5.229,5.953,13201.933,7.983,234.41,376.663,11.147,268.235,11.944,10.699,0
8.962,1.937,29671.561,2.886,232.03,446.186,4.524,206.054,14.834,4.178,0
7.703,4.471,16372.466,1.694,313.453,555.882,16.867,228.426,18.607,7.744,0
6.918,5.156,30392.852,3.364,134.356,261.948,13.341,122.888,26.999,6.498,0
7.676,0.486,31057.877,5.874,318.219,401.354,15.552,157.831,20.71,7.328,0
5.69,2.01,36000.0,7.667,212.062,546.376,7.869,157.233,25.359,7.481,0
8.283,2.648,29885.705,3.779,264.036,263.539,14.351,269.627,18.754,6.871,0
6.776,3.784,32827.857,8.73,245.886,557.042,9.527,176.295,25.642,5.443,0
6.896,5.729,19613.589,5.154,315.98,352.326,11.634,230.157,28.06,5.565,0
6.608,12.146,18984.134,4.869,263.212,490.361,14.088,191.415,20.667,11.226,0
6.519,8.904,19416.456,3.4,387.437,378.832,12.185,175.964,25.523,4.913,0
7.795,2.982,17500.404,9.003,349.101,460.05,16.138,114.628,20.446,9.608,0
7.356,2.955,18472.81,4.799,197.398,598.085,13.126,90.59,15.855,5.537,0
7.752,8.303,22389.187,2.436,381.05,390.43,10.416,176.96,26.211,7.572,0
7.091,3.106,14472.184,10.015,292.15,524.58,16.293,180.163,25.394,10.943,1
7.613,1.974,8545.442,5.887,279.44,437.956,17.241,147.259,26.442,8.831,1
6.681,6.019,19863.522,6.698,337.098,310.678,12.894,203.571,28.542,4.811,0
9.33,3.917,12996.769,8.463,176.502,387.53,18.512,303.592,21.557,6.793,0
5.532,0.842,13669.722,6.329,147.748,380.027,11.441,277.701,21.984,7.353,0
8.361,2.446,16572.104,7.05,267.12,235.583,11.924,194.666,21.348,9.255,1
8.468,1.009,15081.069,5.209,213.464,460.085,12.52,196.575,25.003,7.485,1
6.248,0.205,24715.276,6.567,441.266,483.957,11.916,228.599,22.195,7.114,1
9.329,9.714,16416.18,5.032,200.033,502.487,11.103,206.905,23.73,10.496,0
8.095,3.407,25042.923,5.06,268.421,576.575,9.283,228.695,18.82,10.245,1
8.071,2.518,18839.106,5.339,281.317,519.471,8.026,208.466,17.04,8.658,0
7.128,2.101,16924.561,4.306,369.658,332.637,12.998,198.472,17.729,6.273,1
6.883,3.15,18528.433,6.109,180.462,358.176,17.893,157.436,25.416,2.628,0
6.891,2.08,9104.406,6.104,127.974,505.651,16.164,212.519,22.751,5.098,0
7.491,1.369,19697.502,6.738,383.527,451.765,14.246,68.175,20.137,4.621,0
8.501,2.18,23019.73,6.379,271.844,402.861,18.121,207.152,26.847,7.29,0
7.281,7.773,23940.528,9.1,333.828,300.034,12.587,78.899,31.455,9.088,0
6.189,5.927,8710.868,7.205,337.819,341.314,8.05,207.197,20.13,10.956,1
7.924,2.182,7626.629,4.685,352.551,474.937,10.927,138.761,16.713,9.692,1
8.021,10.358,14010.68,6.006,232.882,170.898,12.227,262.876,28.482,6.123,0
7.755,2.955,26500.305,7.925,209.841,124.204,10.194,197.504,23.089,7.857,0
7.845,1.647,18936.34,3.2,95.318,488.205,15.245,192.687,21.936,8.124,1
6.829,4.042,12464.481,9.128,180.433,340.982,16.71,214.916,28.903,4.593,1
6.171,8.59,8055.893,3.551,270.283,461.224,4.705,145.074,21.477,5.827,0
6.232,7.532,13054.07,6.901,205.381,594.201,11.845,254.304,25.303,6.625,0
5.465,1.717,12614.918,5.113,168.023,283.432,1.5,230.746,23.93,11.234,1
7.337,1.135,23581.515,4.998,269.286,204.649,12.088,162.312,38.0,8.096,1
7.017,2.343,24081.538,2.494,379.15,371.832,12.038,134.386,22.221,5.034,1
6.66,4.528,10675.638,6.915,260.239,322.824,20.493,169.455,28.434,6.635,0
4.5,5.403,22395.579,2.523,168.71,401.957,19.143,184.078,21.546,8.208,0
5.853,6.837,21729.92,2.214,373.156,469.564,16.696,130.34,25.61,6.948,0
8.221,3.544,9832.075,7.419,199.2,444.203,8.181,164.873,21.863,6.759,0
6.435,3.629,16955.178,8.679,390.747,410.55,7.921,157.465,27.613,8.718,1
7.461,3.45,19715.33,3.766,242.634,531.979,7.568,178.877,22.445,9.923,1
5.709,6.256,18561.03,7.106,273.766,485.484,19.37,179.316,25.92,9.589,0
8.539,5.468,6381.483,6.693,397.676,383.232,8.403,216.845,18.615,6.86,0
6.956,1.665,18352.686,4.917,150.123,481.23,10.765,191.718,18.379,7.103,1
7.39,5.02,21635.722,7.772,175.741,219.526,8.451,212.114,12.084,6.844,0
9.426,5.988,27767.362,4.773,237.243,532.65,6.838,203.687,25.122,9.301,1
8.616,6.311,13152.857,6.135,253.103,407.663,13.997,179.28,19.236,6.7,0
6.793,3.92,13954.554,2.592,460.0,260.918,13.19,227.605,35.734,3.938,0
6.507,3.769,16142.366,2.678,189.515,355.003,2.489,45.0,20.261,8.268,1
6.774,3.052,19392.903,7.438,154.139,529.505,6.641,170.267,30.229,8.353,0
7.61,3.292,18130.615,6.202,185.454,312.881,13.648,158.614,29.637,6.67,0
6.995,9.342,21428.002,4.815,284.731,454.272,12.175,196.565,21.573,10.736,1
6.705,3.374,10186.287,8.916,306.823,510.453,10.696,155.112,18.727,6.424,1
8.567,1.779,20079.549,8.895,204.898,407.933,15.226,220.19,22.219,9.952,1
6.986,3.979,12675.6,5.978,266.788,301.249,6.006,229.893,29.582,4.99,0
9.4,5.33,16568.33,2.189,430.342,397.332,9.823,113.88,36.256,7.897,0
7.191,6.137,28602.089,4.877,267.989,235.873,14.831,202.292,15.838,5.944,0
8.885,1.355,8411.422,3.435,292.284,346.361,9.578,119.551,23.083,7.268,1
7.457,8.123,15683.461,5.279,425.564,272.132,13.906,216.381,19.494,8.771,0
8.063,5.195,9214.802,3.227,205.668,399.371,7.342,164.34,20.902,6.375,0
6.375,7.825,18494.942,2.708,200.11,252.682,8.793,145.768,32.9,6.144,0
6.246,0.944,24313.514,0.575,225.077,415.01,4.48,95.925,18.536,6.999,1
7.56,6.472,18602.758,5.435,220.128,540.944,3.243,184.93,13.677,13.5,0
8.089,1.298,16741.347,0.502,110.214,548.48,10.358,126.31,24.172,7.764,0
7.14,2.56,26134.615,4.46,276.73,255.547,14.525,108.405,25.202,7.658,1
5.814,5.311,19648.266,6.489,283.44,325.068,11.983,200.228,20.558,8.183,0
5.74,1.187,22827.179,3.656,249.202,507.332,17.721,243.308,19.048,4.311,0
5.673,2.067,22149.173,2.93,286.035,489.485,10.732,211.696,23.93,9.058,1
5.332,0.927,1800.0,4.964,286.939,331.176,2.959,111.296,15.171,8.68,1
7.209,5.216,17001.653,3.443,153.127,346.624,14.049,182.477,25.446,4.189,0
8.225,1.642,10492.516,5.471,289.534,414.872,7.647,227.431,20.983,11.728,1
7.087,3.218,12109.44,3.034,312.474,185.005,13.066,182.499,31.045,7.405,1
4.84,4.251,27084.81,4.891,129.246,468.04,2.215,207.904,24.847,5.39,0
6.909,3.947,15063.764,4.407,389.365,534.969,11.262,165.951,22.11,7.965,1
6.937,3.696,29801.693,5.077,159.957,358.307,15.662,168.842,21.668,5.764,0
9.196,3.691,8350.025,8.37,168.25,234.694,15.112,153.721,11.784,4.501,0
5.643,0.987,10456.14,5.5,282.166,574.514,11.372,223.661,22.28,6.909,0
6.709,2.669,22455.279,6.109,310.449,431.332,12.269,227.13,21.821,6.99,1
8.806,3.668,15281.085,3.85,331.102,490.075,10.263,159.466,23.298,4.566,0
7.55,3.387,19497.628,5.547,312.684,246.464,11.158,231.518,21.896,5.995,1
7.663,2.907,16770.006,4.55,220.825,246.902,15.32,111.516,31.284,5.54,0
7.215,1.833,16573.254,5.159,274.228,454.695,9.126,180.588,21.44,6.757,1
7.43,3.886,15522.466,6.398,238.083,528.308,9.566,115.548,18.105,8.566,1
7.878,4.407,18666.707,4.1,279.812,269.491,5.392,127.748,13.345,7.654,1
6.291,2.291,21670.649,4.304,270.819,392.784,15.41,114.889,20.414,7.341,1
7.978,6.165,27993.744,4.127,222.083,214.533,11.061,153.935,16.927,4.115,0
5.727,8.234,16183.669,4.089,235.486,320.813,6.817,224.086,15.472,7.349,0
7.428,3.265,14941.351,5.446,107.563,374.157,16.201,185.69,21.192,5.442,1
7.279,1.696,14104.0,4.372,335.561,463.657,12.045,157.885,29.602,4.308,1
6.484,1.174,27053.595,8.096,290.292,152.307,8.914,180.457,28.423,8.98,1
7.077,2.531,21987.112,10.458,80.0,563.448,16.272,76.904,15.564,5.004,0
6.477,3.092,5156.283,3.964,332.419,384.534,10.718,221.45,23.213,7.569,1
6.028,1.118,4869.715,5.688,260.493,560.326,5.193,66.38,25.454,6.523,0
6.746,2.472,12104.624,7.176,185.37,488.844,16.568,151.102,26.391,5.684,1
5.996,5.952,18995.945,4.569,177.839,507.276,8.475,185.662,32.301,9.596,0
7.423,0.402,17282.444,3.111,206.501,647.436,25.846,214.505,16.216,6.319,0
5.95,3.416,20846.061,8.576,185.82,311.206,10.249,203.144,17.862,6.441,0
7.812,2.057,16359.618,6.472,197.239,421.253,3.185,187.278,19.157,6.077,1
5.919,3.163,26583.222,5.737,409.554,286.115,20.15,270.162,25.125,7.717,0
6.534,8.522,22518.724,8.001,296.546,392.735,12.002,300.817,7.213,7.113,0
6.475,3.054,18004.248,6.64,438.061,491.411,13.407,190.388,21.674,6.137,0
8.425,2.736,24944.706,5.004,284.188,540.28,13.973,184.495,12.662,5.739,0
7.43,4.99,6782.11,3.147,314.238,359.129,6.132,181.215,22.987,7.326,1
6.888,3.924,16947.014,4.113,190.14,260.426,2.505,156.402,35.006,6.229,0
7.599,3.426,18393.83,7.51,250.718,413.797,21.047,210.672,28.226,10.504,1
4.993,4.024,21413.237,6.464,258.057,302.74,5.22,259.935,15.888,6.454,0
7.057,7.045,6351.421,4.727,317.708,335.654,19.626,53.04,20.572,8.002,0
9.098,5.698,15807.355,8.633,260.794,485.608,14.625,180.669,17.839,7.236,0
7.232,2.597,20102.995,4.786,294.863,463.276,13.044,271.873,30.509,6.88,0
7.168,8.23,20601.554,7.075,291.82,505.104,10.149,211.624,10.229,9.019,0
7.648,2.158,25209.844,5.54,239.257,364.534,22.646,212.759,20.452,8.444,0
7.996,3.416,22449.785,8.966,230.516,526.077,9.139,101.95,18.96,8.41,0
5.103,3.701,17104.501,6.606,208.136,406.722,9.264,228.617,16.195,8.39,0
5.418,2.504,21887.329,5.192,356.996,370.901,15.285,245.502,32.62,4.494,0
7.31,7.66,16191.136,4.742,239.293,273.144,9.228,200.997,13.916,8.193,1
6.385,2.409,18454.031,5.069,292.956,154.208,7.705,153.945,16.073,6.955,1
8.412,2.88,22666.215,3.649,251.693,217.329,11.999,214.355,32.254,6.477,0
6.785,6.258,17205.545,2.367,355.322,430.855,15.355,132.918,22.422,13.5,1
5.165,2.221,19852.933,5.717,96.013,296.098,20.719,125.639,21.982,4.747,0
5.832,1.076,23748.507,4.033,290.752,207.568,21.637,234.117,19.373,7.237,0
4.5,3.486,22129.072,4.028,158.333,354.675,4.203,250.27,22.987,7.092,0
6.866,1.382,25517.567,4.922,298.21,438.574,16.954,149.156,20.511,7.253,1
6.912,1.252,32634.914,5.204,252.544,454.808,7.835,125.907,18.739,5.575,1
6.676,0.413,22069.031,5.115,139.339,401.536,8.059,141.718,14.872,7.805,1
8.179,0.481,14501.598,8.577,293.699,397.697,9.836,200.871,23.233,5.377,0
8.299,0.523,20826.85,6.425,284.055,340.391,9.549,125.969,19.537,7.91,1
6.93,8.936,20547.32,9.316,245.346,481.069,7.45,260.611,20.279,7.682,0
4.965,0.521,21487.82,4.222,256.112,383.782,1.8,164.43,26.826,6.96,0
7.717,1.352,27217.606,6.667,278.728,395.84,18.777,210.146,20.067,7.269,0
7.655,2.916,6553.275,4.333,365.149,529.541,16.311,149.124,22.363,10.251,1
7.409,4.841,27339.947,3.978,238.282,500.028,12.195,222.121,32.707,8.441,0
8.081,5.183,29527.71,9.391,351.108,382.816,7.915,226.624,25.225,7.711,0
5.935,1.697,21192.459,3.564,261.817,365.753,17.828,97.72,19.869,8.164,0
9.109,3.371,21348.878,0.637,375.137,364.819,11.984,152.619,16.637,7.472,0
6.141,2.853,15929.309,3.684,245.013,162.448,9.682,181.386,22.231,8.394,1
7.849,3.234,17541.106,1.083,208.362,536.628,4.871,161.115,27.569,6.309,1
5.413,3.551,22036.689,3.197,171.697,322.823,14.692,237.937,19.577,11.379,0
6.17,4.241,21618.091,3.383,262.126,507.554,10.766,157.154,22.749,7.738,0
8.616,2.027,22184.613,5.171,197.58,409.991,13.446,229.317,19.43,12.487,1
6.839,6.849,21573.346,1.001,384.382,572.0,13.03,216.656,20.635,11.39,1
7.94,2.423,23339.535,7.492,190.947,468.538,15.131,184.063,15.591,6.493,0
7.337,11.812,22613.216,1.348,206.348,514.455,13.25,231.599,24.22,7.831,0
6.995,2.126,10841.734,4.844,314.392,333.951,10.9,105.414,23.485,8.058,1
8.464,3.414,22909.742,4.452,365.792,250.751,14.769,186.607,31.201,9.081,0
6.863,2.873,29580.813,6.751,327.139,422.703,16.552,147.417,23.251,7.636,1
5.319,3.319,17326.926,5.803,354.988,174.938,19.232,184.12,18.487,9.572,0
6.297,6.368,27246.62,7.474,258.182,348.846,7.231,164.183,31.044,4.234,0
7.651,2.752,11537.581,4.377,259.379,262.268,17.278,193.299,24.733,6.302,1
7.496,1.206,17306.543,4.171,435.999,304.241,5.128,190.522,23.716,7.056,1
5.533,1.998,13332.472,5.926,408.673,476.483,16.839,197.631,22.535,6.2,0
6.376,2.756,26464.938,7.158,325.707,468.596,9.617,199.811,23.493,4.282,1
6.518,3.633,28163.098,6.75,359.062,385.565,16.062,221.535,17.595,8.991,1
6.735,1.704,16855.225,5.744,337.975,443.401,18.992,120.77,22.113,5.407,0
5.724,1.861,25111.9,5.565,162.492,340.117,13.307,218.015,21.315,6.186,0
6.472,3.727,28229.073,5.027,261.63,696.199,12.287,106.805,24.656,8.759,0
6.371,3.818,17286.027,5.92,392.226,441.1,12.057,45.0,29.063,9.604,0
7.872,5.785,18343.385,9.17,326.229,334.161,10.382,298.485,28.19,6.382,0
7.909,1.978,22268.5,4.615,259.595,510.044,17.56,138.364,25.552,5.534,0
6.954,4.53,12023.503,4.371,393.244,553.822,12.015,165.358,12.591,5.936,0
6.708,2.877,18215.634,4.218,296.391,312.094,2.711,87.495,20.065,9.406,1
7.24,2.208,31428.116,5.879,329.224,234.773,16.479,165.005,12.019,9.508,1
6.283,2.946,14249.912,0.857,296.835,258.546,16.242,201.374,28.864,8.006,0
5.953,3.252,23049.871,4.83,310.999,324.605,12.694,203.353,21.889,7.845,0
6.16,1.091,20904.729,6.861,317.077,398.488,8.953,123.627,21.734,5.026,0
6.465,1.171,16435.522,4.048,375.472,209.504,7.279,165.599,18.61,8.237,1
5.937,4.956,18940.758,5.473,386.546,354.81,8.966,210.282,29.919,8.814,0
7.262,2.378,28892.03,9.319,226.657,380.048,13.395,203.12,23.177,7.698,0
7.83,3.652,21098.381,5.763,295.218,443.983,4.204,197.054,21.925,7.763,1
5.513,4.857,22113.821,0.622,373.036,478.414,14.41,231.823,23.315,5.543,0
7.125,2.959,27905.605,2.28,253.817,453.185,12.827,184.006,23.76,9.503,1
6.88,4.587,15618.832,4.598,153.744,620.061,18.293,266.574,21.807,4.953,0
7.442,3.267,10695.053,3.492,187.765,536.295,15.656,173.877,29.911,7.37,1
7.087,3.378,28994.258,5.307,193.636,431.635,9.246,228.199,29.852,8.224,0
5.646,6.71,18387.392,4.511,226.055,288.541,4.891,230.157,23.133,9.454,0
5.838,2.729,23308.406,7.432,201.571,323.94,8.804,99.847,18.078,9.297,0
7.129,4.994,12544.86,2.917,352.474,233.56,18.716,214.25,24.485,9.451,1
8.129,0.917,20025.421,4.685,241.47,423.401,13.825,154.792,19.137,6.856,1
4.886,3.56,10369.937,5.535,372.194,444.763,15.188,134.513,30.866,11.583,0
7.446,7.829,17914.309,5.782,168.925,512.15,9.669,166.657,31.7,9.358,1
8.29,12.351,13288.499,5.394,234.968,437.078,14.681,198.893,26.769,6.765,1
6.947,0.963,11795.247,0.5,273.864,531.479,5.659,103.931,15.86,6.881,1
7.65,2.369,15529.703,5.267,333.906,533.94,16.708,191.479,19.89,8.769,1
6.397,1.409,2592.961,4.798,362.208,281.628,7.301,178.033,21.431,6.559,1
6.981,2.81,9960.634,6.828,219.243,342.832,3.615,247.1,17.718,5.101,1
5.479,5.543,22585.692,6.546,349.441,403.675,22.68,155.155,20.838,7.549,0
4.756,6.867,19759.832,5.582,122.039,320.271,13.107,255.44,23.945,3.31,0
8.043,7.012,10517.785,5.726,339.063,375.801,12.982,211.274,25.654,8.045,0
6.115,0.881,21061.178,7.805,151.009,441.151,4.085,188.158,30.066,8.548,0
6.644,3.202,11791.615,7.401,302.965,390.231,15.302,260.051,22.473,6.921,0
5.714,1.946,22192.765,5.651,360.981,405.037,16.487,295.739,20.858,9.47,0
5.69,2.691,16748.346,9.391,340.415,291.883,11.603,178.42,15.129,8.934,0
6.926,2.169,15386.7,3.844,125.67,465.773,16.505,149.295,24.615,5.566,1
6.37,0.925,16908.086,2.729,226.985,456.991,17.767,213.594,19.975,7.48,1
7.478,6.911,34136.935,5.078,325.939,313.5,14.866,111.733,21.393,6.465,1
7.553,1.718,12567.79,4.352,323.505,249.813,2.752,118.443,19.323,6.818,1
7.421,1.975,18972.631,0.5,288.454,552.629,7.318,261.878,19.487,9.463,1
7.339,7.859,22578.897,3.795,80.0,614.781,20.091,221.452,26.769,8.526,0
8.678,0.773,11244.316,5.787,366.834,433.165,12.871,142.801,22.277,6.108,0
6.032,4.199,7137.324,4.984,381.982,361.598,12.891,340.0,31.667,7.804,1
7.045,6.06,13592.862,3.547,278.918,530.553,8.758,113.983,16.123,6.04,1
8.233,7.461,22436.511,5.185,284.429,461.442,9.631,224.085,29.861,6.527,0
8.365,4.004,15276.978,5.346,307.76,379.715,17.867,146.193,19.749,10.171,1
5.678,5.055,15997.811,6.53,389.138,521.169,19.243,287.959,22.288,11.984,0
6.788,6.058,23420.003,3.817,286.297,307.844,16.087,160.799,25.477,10.602,1
8.458,2.843,12258.77,6.848,248.75,322.103,14.982,174.346,28.563,7.899,0
7.608,1.522,16923.09,2.919,297.429,448.636,15.32,90.518,28.792,7.731,1
7.295,8.241,7660.033,4.093,264.056,418.709,12.183,304.546,28.679,9.235,1
6.882,4.697,19584.674,8.498,265.021,481.473,7.084,156.013,21.404,7.583,1
6.716,3.199,18991.796,3.052,114.902,548.2,6.111,216.41,33.125,4.833,0
7.388,0.972,22670.986,3.782,309.441,218.706,18.416,190.26,26.179,10.674,1
6.848,0.317,10055.835,2.594,364.574,409.674,12.352,159.67,6.0,5.262,1
7.057,4.143,16252.731,3.445,351.732,633.13,14.647,67.477,22.956,9.574,1
7.179,0.291,9189.943,5.377,345.834,333.414,13.448,177.443,20.555,8.768,1
6.422,3.174,15900.307,6.513,260.495,319.23,13.677,175.057,20.949,10.748,1
7.632,1.784,27131.622,5.063,277.382,136.082,14.052,207.532,26.458,8.953,1
9.7,2.164,15415.107,4.451,366.269,417.21,15.638,308.001,24.547,6.342,0
5.323,7.061,8621.521,2.614,338.725,474.673,9.046,225.447,18.845,9.354,0
7.424,1.798,13080.785,3.646,391.34,474.427,17.821,237.292,31.486,6.746,1
6.34,3.29,7028.813,2.008,207.819,280.554,9.18,173.216,15.314,5.641,1
7.677,1.806,9077.476,6.573,207.289,403.954,13.578,117.77,14.923,4.103,0
7.147,3.881,21861.415,6.712,236.732,431.586,7.177,174.64,16.469,7.177,1
7.862,3.505,8099.159,5.019,184.842,411.253,11.75,149.603,25.345,4.36,0
8.276,3.176,19530.136,5.983,152.676,273.623,9.531,187.246,24.899,9.986,1
7.292,6.072,17667.327,6.852,304.834,414.277,12.609,162.821,18.056,4.572,0
8.232,0.775,14045.066,5.302,299.047,307.252,15.809,97.727,19.316,6.716,1
4.756,0.58,18977.775,7.887,285.929,180.371,12.842,259.684,22.744,6.793,0
8.69,1.144,11405.2,3.052,295.068,486.757,21.324,182.257,16.571,7.709,0
7.475,3.518,22965.489,4.403,140.585,421.804,16.082,171.848,27.4,5.839,0
8.178,4.348,12960.788,4.165,224.196,476.027,11.472,129.237,31.852,9.443,1
5.88,0.2,14988.615,6.394,240.055,340.865,12.113,163.853,21.738,7.694,1
6.269,4.309,14215.218,2.232,269.123,480.185,14.2,142.518,24.779,7.368,1
7.246,2.415,21981.578,7.996,140.92,527.655,15.669,124.331,23.398,6.229,0
7.083,8.378,21038.885,6.224,186.138,615.479,6.947,198.95,30.7,8.389,0
7.383,4.095,1800.0,8.601,227.899,502.663,15.365,164.215,34.026,9.915,1
8.185,7.759,19152.579,5.019,354.954,451.175,7.064,231.173,20.695,12.251,0
5.335,6.833,6160.147,3.999,287.259,239.414,14.929,170.18,22.957,5.706,0
8.074,2.416,15281.409,6.414,351.833,392.217,17.45,196.313,27.747,7.154,1
7.108,5.559,16796.869,7.161,254.593,234.281,13.849,194.746,24.77,3.967,0
6.896,2.411,15211.622,3.671,265.084,306.735,2.034,211.165,17.482,8.624,0
5.629,9.054,20755.325,1.105,307.421,639.607,4.479,143.736,12.277,4.943,0
7.603,2.591,22180.498,1.447,249.937,282.236,15.032,239.451,19.306,7.896,1
4.686,4.492,12472.472,5.623,211.898,123.889,1.5,125.1,24.672,9.623,0
7.748,10.15,12236.319,8.18,138.368,502.58,15.244,192.334,20.485,6.658,0
5.608,4.628,17266.198,2.498,214.177,324.232,16.932,123.729,16.653,5.722,0
7.153,2.222,7465.741,4.555,336.076,497.161,17.608,183.36,19.405,9.773,1
6.981,1.025,14399.643,4.403,372.157,264.584,11.413,238.996,33.389,8.679,1
8.27,0.782,26262.506,8.941,199.282,353.89,14.473,220.551,16.225,5.366,0
6.921,4.294,7709.046,9.617,117.632,548.506,13.44,248.221,20.945,7.652,0
6.406,2.946,15289.237,5.949,343.762,246.358,5.872,173.323,19.777,5.863,0
6.593,1.163,13650.045,6.896,270.89,384.688,15.853,239.991,34.117,9.309,0
8.373,5.164,30534.241,6.84,150.501,439.957,18.757,151.928,14.23,7.621,1
7.636,5.116,14003.902,2.539,80.0,318.692,15.602,164.786,18.216,10.15,1
6.714,2.907,14381.229,6.497,183.11,434.036,10.237,197.152,23.147,5.723,1
6.864,7.98,10800.028,3.061,225.65,406.878,15.83,236.75,23.752,7.809,1
5.533,0.64,17560.592,4.757,167.11,469.145,18.339,159.896,29.283,7.378,0
7.488,2.289,19256.086,7.379,323.812,626.063,17.748,228.233,28.684,7.858,1
5.34,4.611,11742.171,5.262,195.932,720.0,17.121,202.715,18.695,6.381,0
7.852,1.289,23926.698,7.305,266.054,460.599,5.337,208.528,24.597,3.348,0
7.229,5.511,19261.913,7.699,460.0,391.753,14.292,142.995,21.775,8.622,1
9.487,6.615,23037.345,1.586,274.984,457.91,15.405,168.841,20.124,7.497,0
6.0,0.2,15367.119,0.745,255.181,377.131,17.174,184.85,28.673,5.904,1
6.997,8.155,19080.698,7.424,257.101,214.514,14.82,208.562,24.255,6.497,0
8.898,4.421,16114.873,7.505,321.866,399.409,19.484,145.592,32.027,5.295,0
8.291,2.082,26974.93,5.613,311.332,534.854,4.275,118.941,25.54,4.055,0
6.404,0.852,18255.717,5.884,179.698,229.23,15.013,72.698,28.157,9.27,1
7.324,6.01,17556.901,6.886,230.052,286.849,14.655,231.02,7.037,8.429,0
7.102,1.108,14521.427,6.849,208.277,335.166,16.562,241.925,23.304,4.968,1
7.382,4.416,14146.236,4.492,240.975,449.681,19.44,79.467,25.297,11.945,1
6.401,1.151,19045.193,7.012,420.263,690.24,8.503,194.162,25.832,5.372,0
7.011,3.122,22827.318,4.407,317.483,307.882,19.288,169.258,31.762,8.686,1
5.502,5.833,13050.372,5.587,258.22,415.946,16.167,256.937,26.387,7.407,0
7.235,2.104,18322.765,5.5,370.785,405.693,11.658,178.435,15.771,5.127,1
7.55,8.119,18697.102,3.381,281.02,368.85,8.41,220.003,25.931,8.029,1
6.873,4.685,19829.363,3.614,125.766,399.276,13.383,166.612,27.665,7.068,0
5.485,1.293,6401.273,9.568,406.437,349.232,13.786,152.21,19.273,6.253,0
8.089,0.921,11489.237,3.316,251.706,720.0,14.035,232.198,20.425,9.774,1
7.465,1.627,8622.011,5.84,80.0,494.961,9.679,249.31,27.381,8.523,1
6.374,3.012,17713.749,6.26,129.032,350.263,15.242,120.21,22.84,8.695,0
6.819,8.624,11643.673,4.992,360.853,547.03,10.675,252.834,29.172,7.013,0
5.599,9.696,14274.433,6.443,130.411,435.803,17.975,136.386,23.908,8.034,0
