weather,visibility,road_type,lighting,traffic_density,speed_limit,time_of_day,accident_risk
Rain,5.603,Urban,Daylight,Medium,60,Morning,Medium
Drizzle,2.266,Urban,Night-lit,High,50,Afternoon,High
Drizzle,1.883,Urban,Night-unlit,Medium,80,Morning,High
Rain,5.646,Highway,Night-unlit,Medium,100,Afternoon,High
Rain,6.223,Urban,Daylight,High,50,Evening,Low
Storm,6.057,Rural,Night-lit,High,100,Afternoon,High
Clear,2.381,Urban,Night-unlit,Very High,40,Night,High
Rain,9.036,Highway,Dawn/Dusk,Low,30,Night,Medium
Clear,2.588,Urban,Daylight,Medium,40,Night,Medium
Drizzle,10.0,Urban,Night-lit,High,50,Afternoon,High
Clear,5.659,Highway,Daylight,High,100,Evening,High
Storm,8.753,Intersection,Night-lit,Very High,40,Night,High
Rain,3.667,Urban,Daylight,High,100,Night,High
Clear,5.839,Urban,Dawn/Dusk,Low,80,Evening,Medium
Storm,4.331,Intersection,Dawn/Dusk,Medium,40,Afternoon,High
Clear,6.511,Rural,Night-lit,Low,100,Evening,Medium
Drizzle,0.4,Rural,Dawn/Dusk,Low,50,Morning,High
Rain,6.795,Urban,Dawn/Dusk,Medium,60,Evening,Low
Clear,7.005,Urban,Daylight,Very High,100,Evening,High
Clear,4.934,Highway,Night-unlit,Very High,50,Afternoon,High
Fog,2.043,Rural,Night-lit,Medium,50,Night,High
Drizzle,6.128,Urban,Daylight,Low,40,Night,Medium
Fog,3.221,Intersection,Night-lit,Very High,30,Evening,High
Storm,4.393,Urban,Daylight,High,60,Evening,High
Clear,8.163,Intersection,Night-lit,High,80,Afternoon,Medium
Rain,6.39,Intersection,Daylight,Medium,100,Afternoon,High
Clear,6.97,Urban,Daylight,High,50,Morning,Medium
Clear,4.717,Urban,Dawn/Dusk,Low,80,Night,Medium
Clear,5.049,Highway,Daylight,Medium,80,Afternoon,Medium
Rain,4.601,Intersection,Night-unlit,Medium,50,Afternoon,High
Fog,3.901,Urban,Night-lit,High,50,Afternoon,High
Rain,7.182,Intersection,Daylight,Medium,50,Evening,Medium
Storm,3.501,Urban,Daylight,High,60,Afternoon,High
Fog,5.053,Urban,Night-lit,Very High,80,Morning,Medium
Drizzle,6.489,Rural,Dawn/Dusk,High,80,Morning,High
Clear,6.097,Urban,Night-unlit,Low,30,Night,Medium
Clear,2.725,Rural,Dawn/Dusk,Medium,80,Evening,High
Rain,6.643,Urban,Daylight,Very High,60,Morning,Medium
Fog,3.053,Intersection,Dawn/Dusk,Very High,100,Night,High
Rain,7.844,Intersection,Night-lit,Medium,40,Morning,Medium
Clear,3.543,Urban,Night-unlit,Medium,60,Night,High
Clear,8.148,Intersection,Night-lit,Medium,80,Afternoon,Medium
Rain,5.753,Urban,Dawn/Dusk,Medium,40,Evening,Medium
Drizzle,5.377,Rural,Dawn/Dusk,Very High,80,Afternoon,Medium
Drizzle,8.698,Rural,Daylight,Medium,30,Morning,Low
Clear,7.055,Highway,Night-lit,Medium,60,Morning,Medium
Clear,5.303,Urban,Daylight,High,40,Afternoon,Medium
Rain,5.52,Rural,Night-lit,Medium,40,Night,Medium
Clear,8.293,Urban,Daylight,Medium,80,Night,Medium
Storm,8.013,Rural,Daylight,Low,30,Morning,Medium
Clear,6.917,Rural,Night-unlit,Very High,60,Morning,Medium
Rain,7.87,Urban,Night-unlit,High,50,Evening,High
Rain,7.77,Urban,Daylight,Low,80,Night,Medium
Drizzle,6.061,Highway,Night-unlit,Low,30,Night,Medium
Clear,2.181,Highway,Night-lit,High,50,Afternoon,Medium
Rain,3.983,Highway,Dawn/Dusk,Low,80,Evening,High
Clear,4.154,Highway,Dawn/Dusk,Medium,30,Night,Medium
Clear,4.535,Urban,Daylight,Low,80,Morning,Medium
Drizzle,0.427,Rural,Night-lit,High,80,Night,High
Drizzle,5.414,Rural,Daylight,Medium,100,Morning,Medium
Rain,6.266,Rural,Daylight,High,60,Evening,High
Clear,3.581,Rural,Night-lit,High,80,Afternoon,Medium
Clear,8.193,Intersection,Night-unlit,Medium,40,Night,High
Clear,6.268,Urban,Night-unlit,High,100,Evening,High
Drizzle,3.276,Highway,Daylight,Medium,80,Night,High
Rain,4.745,Intersection,Daylight,Medium,50,Night,Medium
Clear,2.246,Highway,Dawn/Dusk,Medium,60,Afternoon,Medium
Fog,4.119,Highway,Night-unlit,Low,100,Evening,High
Drizzle,5.919,Intersection,Daylight,Medium,60,Afternoon,Medium
Storm,3.713,Intersection,Night-lit,Medium,80,Night,High
Rain,5.352,Urban,Night-lit,Medium,80,Night,High
Drizzle,7.196,Highway,Daylight,Medium,40,Afternoon,Medium
Rain,2.736,Urban,Night-unlit,Medium,100,Morning,High
Clear,1.678,Rural,Daylight,Medium,30,Afternoon,Medium
Fog,4.199,Urban,Dawn/Dusk,High,80,Afternoon,High
Drizzle,7.622,Rural,Daylight,Low,60,Evening,Medium
Fog,7.367,Highway,Dawn/Dusk,High,100,Afternoon,High
Clear,10.0,Highway,Dawn/Dusk,Low,60,Evening,Medium
Storm,7.088,Rural,Night-unlit,High,60,Morning,High
Storm,5.484,Urban,Night-lit,Very High,50,Afternoon,High
Rain,7.687,Urban,Dawn/Dusk,High,80,Afternoon,High
Rain,6.761,Rural,Daylight,High,50,Night,Medium
Rain,5.089,Urban,Daylight,Medium,100,Morning,High
Clear,9.895,Rural,Night-lit,Low,80,Evening,Medium
Rain,3.578,Highway,Daylight,High,80,Night,High
Drizzle,2.516,Urban,Daylight,High,40,Evening,Medium
Clear,8.758,Urban,Daylight,High,30,Evening,Low
Clear,4.927,Urban,Night-unlit,High,60,Night,High
Clear,4.16,Intersection,Daylight,Medium,100,Night,High
Rain,2.912,Intersection,Night-lit,Very High,40,Morning,High
Storm,9.882,Highway,Daylight,High,60,Afternoon,High
Storm,3.729,Urban,Night-lit,High,50,Afternoon,High
Clear,2.874,Rural,Night-unlit,High,30,Morning,Medium
Rain,7.04,Intersection,Daylight,Medium,60,Afternoon,Medium
Fog,4.688,Intersection,Night-lit,Medium,100,Evening,High
Rain,2.111,Intersection,Night-lit,Medium,40,Evening,High
Clear,3.92,Urban,Daylight,Very High,60,Evening,Medium
Rain,4.389,Urban,Daylight,Low,60,Morning,Medium
Fog,6.949,Highway,Night-unlit,Medium,40,Afternoon,High
Storm,8.832,Highway,Daylight,Medium,100,Afternoon,High
Fog,10.0,Rural,Daylight,Medium,50,Morning,Medium
Drizzle,0.4,Rural,Dawn/Dusk,Medium,60,Afternoon,High
Drizzle,7.1,Highway,Night-lit,Medium,40,Morning,Medium
Fog,2.814,Intersection,Night-unlit,Medium,60,Night,High
Drizzle,4.642,Urban,Dawn/Dusk,Very High,80,Morning,High
Fog,7.123,Intersection,Daylight,High,50,Night,High
Drizzle,2.972,Rural,Night-lit,High,50,Morning,Medium
Clear,6.321,Rural,Daylight,Very High,60,Afternoon,Medium
Rain,6.878,Highway,Night-unlit,High,80,Afternoon,High
Drizzle,3.191,Highway,Daylight,High,60,Afternoon,Medium
Clear,7.809,Urban,Daylight,Medium,60,Afternoon,Medium
Clear,1.975,Intersection,Night-lit,Medium,100,Morning,High
Fog,3.655,Rural,Dawn/Dusk,Medium,60,Night,High
Clear,6.201,Rural,Night-unlit,Very High,60,Afternoon,Medium
Drizzle,4.169,Urban,Night-lit,Very High,80,Night,High
Fog,5.948,Urban,Daylight,High,80,Night,High
Clear,6.426,Intersection,Night-lit,Medium,30,Afternoon,Low
Fog,2.427,Urban,Night-unlit,Low,30,Evening,High
Fog,6.278,Intersection,Night-unlit,Very High,60,Morning,High
Drizzle,6.736,Urban,Night-lit,Medium,100,Night,High
Fog,7.923,Rural,Dawn/Dusk,High,60,Evening,High
Drizzle,7.051,Intersection,Night-lit,Medium,30,Afternoon,Medium
Clear,4.715,Intersection,Dawn/Dusk,Medium,80,Night,High
Drizzle,4.428,Highway,Dawn/Dusk,Medium,60,Night,High
Drizzle,5.123,Highway,Daylight,High,50,Evening,Medium
Drizzle,2.876,Intersection,Dawn/Dusk,Very High,80,Night,High
Rain,9.586,Urban,Daylight,High,40,Afternoon,Medium
Clear,3.803,Urban,Night-unlit,High,60,Morning,Medium
Clear,6.643,Urban,Daylight,Medium,50,Night,Medium
Drizzle,7.215,Intersection,Night-lit,Low,60,Afternoon,Medium
Rain,3.37,Rural,Night-lit,Medium,40,Morning,Medium
Drizzle,8.777,Urban,Night-lit,Medium,30,Night,Medium
Clear,6.0,Highway,Night-lit,Low,60,Morning,Low
Clear,7.766,Urban,Night-lit,Low,60,Evening,Medium
Clear,6.035,Intersection,Night-unlit,Medium,40,Morning,Medium
Rain,4.674,Intersection,Night-unlit,Medium,80,Evening,High
Fog,3.973,Intersection,Dawn/Dusk,Very High,80,Morning,High
Clear,7.09,Intersection,Night-unlit,Low,50,Night,Medium
Rain,4.716,Urban,Night-unlit,Medium,100,Morning,High
Rain,5.475,Intersection,Daylight,Low,40,Evening,Medium
Rain,5.926,Urban,Dawn/Dusk,High,100,Night,High
Clear,6.267,Urban,Dawn/Dusk,High,60,Afternoon,Medium
Rain,9.48,Urban,Dawn/Dusk,High,50,Evening,Medium
Clear,8.328,Intersection,Daylight,Low,30,Night,Low
Fog,0.435,Intersection,Daylight,Low,60,Evening,High
Drizzle,5.227,Urban,Night-unlit,High,60,Night,High
Rain,7.521,Urban,Daylight,High,40,Night,High
Rain,6.757,Rural,Daylight,Medium,40,Night,Medium
Rain,4.897,Rural,Daylight,High,30,Morning,Medium
Drizzle,10.0,Highway,Daylight,Very High,30,Evening,Medium
Clear,4.405,Urban,Daylight,Medium,50,Morning,Low
Drizzle,0.922,Urban,Daylight,Very High,40,Morning,High
Storm,2.346,Rural,Dawn/Dusk,Low,60,Evening,High
Rain,3.856,Highway,Daylight,Very High,50,Afternoon,High
Clear,4.735,Highway,Night-lit,Low,50,Morning,Low
Clear,4.269,Urban,Night-lit,Medium,40,Evening,Medium
Clear,4.806,Rural,Daylight,Medium,50,Evening,Medium
Rain,6.694,Urban,Night-unlit,Low,60,Evening,Medium
Drizzle,7.404,Urban,Night-lit,High,40,Morning,Medium
Drizzle,5.682,Highway,Night-lit,Medium,60,Morning,Medium
Rain,3.17,Urban,Night-lit,High,50,Evening,High
Rain,5.367,Rural,Night-lit,High,80,Afternoon,High
Drizzle,1.172,Rural,Daylight,Low,40,Night,Medium
Clear,4.946,Highway,Daylight,Very High,100,Afternoon,Medium
Clear,5.86,Urban,Daylight,Low,80,Evening,Low
Fog,1.44,Urban,Daylight,Medium,80,Morning,High
Clear,5.083,Urban,Night-unlit,Medium,60,Evening,Medium
Drizzle,5.757,Urban,Night-lit,Low,60,Night,Medium
Clear,4.912,Rural,Night-lit,High,40,Morning,Medium
Clear,6.661,Urban,Daylight,High,30,Morning,Low
Clear,5.943,Intersection,Night-unlit,Medium,30,Afternoon,Medium
Clear,4.426,Urban,Night-unlit,High,60,Evening,High
Rain,7.261,Intersection,Night-lit,Medium,50,Afternoon,Medium
Clear,5.296,Intersection,Night-lit,Medium,50,Morning,Medium
Rain,3.781,Urban,Night-unlit,Low,40,Night,Medium
Clear,5.958,Intersection,Night-lit,Low,100,Night,Medium
Rain,2.721,Highway,Daylight,Medium,60,Night,High
Clear,5.575,Intersection,Daylight,High,50,Night,Medium
Drizzle,6.833,Urban,Night-lit,Low,100,Morning,Medium
Rain,5.263,Intersection,Dawn/Dusk,High,100,Morning,High
Fog,5.315,Rural,Dawn/Dusk,Medium,80,Morning,High
Drizzle,3.687,Intersection,Night-unlit,Medium,30,Morning,Medium
Clear,3.408,Intersection,Night-unlit,Medium,40,Night,High
Clear,2.941,Intersection,Night-unlit,Low,80,Night,High
Clear,5.859,Urban,Daylight,High,40,Morning,Medium
Clear,6.097,Intersection,Daylight,Low,60,Evening,Low
Rain,5.716,Urban,Daylight,High,60,Morning,Medium
Clear,5.214,Urban,Night-lit,High,40,Night,Medium
Drizzle,5.351,Urban,Night-lit,High,80,Morning,High
Clear,4.835,Intersection,Daylight,Low,40,Night,Medium
Fog,3.245,Highway,Daylight,Medium,40,Afternoon,Medium
Clear,7.305,Highway,Daylight,Low,60,Evening,Medium
Rain,4.028,Urban,Dawn/Dusk,Medium,40,Evening,Medium
Fog,6.949,Urban,Daylight,High,60,Morning,Medium
Rain,7.596,Intersection,Daylight,Low,40,Evening,Medium
Fog,2.703,Intersection,Daylight,High,80,Afternoon,High
Clear,3.791,Urban,Night-lit,Medium,100,Afternoon,High
Clear,3.096,Intersection,Daylight,High,60,Morning,Medium
Rain,6.728,Intersection,Dawn/Dusk,Low,60,Night,Medium
Drizzle,3.579,Urban,Night-lit,Medium,50,Afternoon,Medium
Clear,8.266,Intersection,Night-lit,Low,80,Morning,Medium
Rain,4.597,Urban,Dawn/Dusk,Low,80,Afternoon,Medium
Clear,4.579,Urban,Daylight,High,50,Afternoon,Low
Drizzle,5.213,Rural,Daylight,Medium,60,Night,Medium
Rain,7.429,Urban,Night-lit,Very High,50,Evening,High
Clear,2.673,Rural,Daylight,Medium,50,Night,Medium
Rain,4.224,Rural,Daylight,Medium,80,Night,High
Fog,6.19,Highway,Night-lit,Medium,40,Night,High
Clear,8.324,Urban,Dawn/Dusk,Medium,80,Morning,Medium
Clear,6.571,Intersection,Night-lit,Low,100,Morning,Medium
Clear,9.668,Highway,Dawn/Dusk,Very High,50,Afternoon,High
Clear,2.271,Rural,Daylight,Medium,30,Evening,Medium
Clear,4.264,Highway,Daylight,Medium,50,Night,Medium
Rain,4.459,Highway,Dawn/Dusk,Medium,50,Afternoon,Medium
Clear,5.785,Highway,Night-lit,High,40,Evening,Medium
Clear,7.022,Urban,Daylight,Low,50,Evening,Low
Rain,9.034,Rural,Night-unlit,Low,40,Evening,Medium
Clear,5.188,Highway,Dawn/Dusk,High,30,Evening,Medium
Clear,3.462,Rural,Daylight,Medium,80,Afternoon,Medium
Rain,4.836,Highway,Dawn/Dusk,Medium,30,Night,Medium
Clear,8.207,Urban,Night-lit,Medium,50,Afternoon,Low
Clear,6.356,Highway,Night-lit,Low,50,Afternoon,Medium
Rain,3.576,Urban,Night-unlit,Low,60,Night,High
Rain,6.312,Urban,Daylight,High,60,Night,High
Rain,4.564,Highway,Night-unlit,High,40,Morning,High
Storm,2.49,Highway,Daylight,Medium,40,Night,High
Rain,3.25,Intersection,Night-lit,Very High,60,Afternoon,High
Rain,2.712,Urban,Daylight,Low,40,Morning,Medium
Rain,4.237,Rural,Night-lit,High,60,Afternoon,Medium
Drizzle,2.926,Urban,Night-unlit,Medium,80,Night,High
Clear,3.907,Rural,Dawn/Dusk,High,50,Morning,Medium
Clear,0.4,Rural,Dawn/Dusk,High,40,Evening,High
Rain,4.158,Rural,Dawn/Dusk,Medium,40,Night,High
Drizzle,6.198,Intersection,Night-lit,Medium,100,Morning,High
Clear,3.986,Highway,Daylight,Low,100,Afternoon,Medium
Clear,2.987,Urban,Night-lit,Medium,80,Morning,Medium
Clear,2.039,Highway,Daylight,Medium,80,Night,High
Rain,2.42,Urban,Night-lit,Low,50,Morning,Medium
Rain,3.525,Rural,Dawn/Dusk,Medium,80,Night,High
Storm,6.047,Urban,Night-unlit,Low,60,Morning,High
Clear,4.864,Intersection,Daylight,High,40,Morning,Medium
Rain,9.333,Highway,Daylight,Medium,50,Morning,Medium
Clear,3.532,Highway,Night-lit,High,60,Afternoon,Medium
Drizzle,5.265,Rural,Daylight,Low,80,Afternoon,Low
Rain,5.225,Rural,Daylight,Medium,40,Night,Medium
Clear,9.854,Rural,Daylight,High,30,Afternoon,Low
Clear,6.689,Highway,Night-lit,Very High,80,Morning,High
Clear,3.917,Rural,Dawn/Dusk,Medium,50,Morning,Low
Rain,5.091,Highway,Night-lit,Medium,60,Afternoon,Medium
Rain,4.281,Highway,Night-lit,Very High,80,Evening,High
Drizzle,3.64,Rural,Daylight,Medium,40,Morning,Medium
Rain,8.686,Urban,Night-unlit,High,30,Afternoon,Medium
Clear,8.39,Urban,Night-unlit,Low,100,Afternoon,Medium
Clear,3.59,Urban,Daylight,Medium,50,Evening,High
Rain,5.363,Rural,Daylight,High,40,Night,Medium
Drizzle,3.42,Intersection,Daylight,High,50,Afternoon,Medium
Drizzle,4.854,Intersection,Night-lit,Medium,80,Night,High
Clear,5.335,Rural,Daylight,Medium,60,Morning,Low
Drizzle,3.256,Intersection,Night-unlit,High,40,Morning,High
Drizzle,4.058,Urban,Night-unlit,Low,40,Evening,Medium
Rain,3.142,Rural,Daylight,Very High,50,Afternoon,High
Drizzle,4.05,Urban,Night-unlit,Low,40,Morning,Medium
Rain,6.809,Highway,Dawn/Dusk,Very High,40,Afternoon,High
Drizzle,3.366,Urban,Daylight,Very High,30,Evening,Medium
Rain,3.799,Urban,Daylight,Medium,50,Night,High
Clear,8.314,Highway,Daylight,High,80,Night,High
Drizzle,6.191,Rural,Daylight,Medium,80,Afternoon,Medium
Fog,3.243,Urban,Daylight,High,50,Evening,High
Clear,7.717,Rural,Dawn/Dusk,Low,30,Night,Low
Drizzle,4.353,Rural,Daylight,Medium,50,Night,Medium
Clear,7.449,Rural,Night-lit,Low,40,Night,Medium
Rain,7.583,Rural,Daylight,High,50,Evening,Medium
Fog,6.327,Urban,Dawn/Dusk,Very High,40,Evening,High
Clear,3.439,Intersection,Night-lit,Low,30,Morning,Medium
Rain,3.336,Urban,Night-unlit,Medium,60,Night,High
Rain,3.98,Urban,Daylight,Very High,80,Night,High
Clear,7.481,Urban,Dawn/Dusk,Low,80,Night,Low
Rain,6.353,Intersection,Daylight,Low,40,Evening,Medium
Clear,4.924,Urban,Night-lit,Medium,60,Afternoon,Medium
Drizzle,3.191,Urban,Daylight,Medium,50,Afternoon,Medium
Rain,3.08,Urban,Daylight,Low,100,Evening,High
Clear,3.783,Rural,Daylight,High,60,Morning,Medium
Clear,5.981,Urban,Night-lit,Medium,80,Morning,Medium
Clear,0.979,Urban,Daylight,High,80,Morning,High
Clear,3.688,Urban,Night-lit,Medium,60,Evening,Medium
Rain,3.956,Urban,Night-lit,Low,80,Morning,High
Fog,3.381,Urban,Dawn/Dusk,Very High,100,Afternoon,High
Drizzle,4.569,Rural,Night-unlit,Medium,60,Night,Medium
Rain,3.919,Highway,Daylight,Medium,60,Night,High
Storm,5.454,Intersection,Night-lit,Medium,50,Morning,High
Rain,5.372,Urban,Dawn/Dusk,Medium,50,Morning,Medium
Rain,5.299,Highway,Dawn/Dusk,High,60,Evening,High
Clear,4.692,Urban,Night-lit,Medium,80,Night,Medium
Fog,8.387,Highway,Daylight,Very High,60,Evening,High
Drizzle,4.825,Urban,Daylight,Medium,40,Evening,Medium
Drizzle,2.986,Rural,Daylight,Medium,50,Morning,Medium
Rain,3.846,Rural,Daylight,Medium,100,Night,High
Rain,3.265,Intersection,Daylight,Medium,60,Afternoon,Medium
Clear,3.676,Urban,Daylight,High,30,Afternoon,Low
Clear,7.217,Highway,Night-unlit,High,30,Night,High
Drizzle,2.895,Rural,Night-lit,High,40,Afternoon,Medium
Rain,7.307,Urban,Dawn/Dusk,High,80,Night,High
Clear,9.315,Intersection,Daylight,Medium,30,Morning,Low
Fog,5.666,Intersection,Dawn/Dusk,High,40,Night,High
Clear,7.375,Urban,Daylight,Low,100,Evening,Medium
Clear,2.86,Urban,Daylight,Very High,40,Morning,Medium
Fog,6.058,Rural,Daylight,Low,40,Afternoon,Low
Clear,6.442,Rural,Night-unlit,Low,50,Morning,Low
Fog,7.548,Highway,Night-unlit,Medium,40,Evening,Medium
Drizzle,6.521,Urban,Night-unlit,Very High,50,Night,High
Storm,9.125,Urban,Dawn/Dusk,Medium,60,Night,High
Rain,2.563,Urban,Daylight,Medium,40,Afternoon,Medium
Rain,2.07,Rural,Night-lit,Low,60,Night,High
Drizzle,7.943,Intersection,Daylight,Medium,50,Evening,Medium
Clear,4.94,Intersection,Night-lit,High,40,Night,Medium
Clear,6.276,Rural,Daylight,High,30,Morning,Low
Drizzle,6.081,Highway,Daylight,High,100,Morning,High
Clear,3.692,Intersection,Night-lit,High,50,Evening,Medium
Drizzle,10.0,Urban,Night-unlit,High,100,Evening,High
Rain,6.313,Urban,Night-unlit,High,40,Evening,High
Drizzle,2.886,Urban,Night-lit,Medium,80,Morning,High
Clear,2.393,Urban,Daylight,Medium,100,Evening,High
Storm,9.972,Urban,Daylight,Very High,60,Evening,High
Drizzle,6.603,Urban,Daylight,High,80,Morning,Medium
Rain,4.972,Rural,Daylight,Very High,60,Afternoon,Medium
Rain,7.175,Urban,Daylight,Medium,30,Night,Medium
Drizzle,6.499,Urban,Daylight,Medium,40,Morning,Low
Clear,7.869,Intersection,Dawn/Dusk,Low,30,Evening,Medium
Clear,4.142,Urban,Daylight,Medium,60,Afternoon,Low
Fog,2.498,Urban,Night-unlit,Medium,100,Evening,High
Storm,5.132,Urban,Night-unlit,High,40,Morning,High
Drizzle,4.267,Intersection,Night-lit,Low,60,Morning,Medium
Rain,6.315,Highway,Night-lit,Medium,50,Morning,Medium
Rain,5.026,Urban,Daylight,Medium,40,Morning,Medium
Clear,1.936,Urban,Night-lit,Medium,50,Afternoon,Medium
Rain,1.499,Rural,Daylight,Medium,50,Morning,High
Drizzle,0.4,Highway,Daylight,High,50,Night,High
Clear,5.454,Intersection,Night-lit,High,50,Evening,High
Clear,6.045,Urban,Night-lit,High,60,Afternoon,Medium
Drizzle,4.939,Urban,Daylight,Medium,50,Morning,Low
Drizzle,4.456,Highway,Daylight,Very High,100,Afternoon,Medium
Clear,6.689,Intersection,Daylight,High,50,Evening,Medium
Clear,6.231,Intersection,Night-unlit,Very High,40,Morning,Medium
Drizzle,4.592,Intersection,Daylight,Medium,30,Afternoon,Low
Drizzle,7.617,Rural,Daylight,Medium,100,Evening,Medium
Drizzle,6.615,Urban,Night-lit,Very High,60,Night,High
Rain,5.645,Highway,Night-unlit,Medium,60,Morning,High
Rain,5.648,Rural,Dawn/Dusk,Medium,40,Evening,Medium
Drizzle,6.207,Highway,Night-lit,Medium,40,Night,Medium
Drizzle,4.504,Rural,Night-lit,High,80,Afternoon,Medium
Rain,9.775,Urban,Dawn/Dusk,Medium,80,Night,High
Clear,1.667,Urban,Dawn/Dusk,Medium,60,Night,High
Clear,6.226,Intersection,Dawn/Dusk,High,100,Evening,High
Storm,4.383,Urban,Daylight,Medium,80,Night,High
Rain,2.068,Urban,Daylight,Very High,60,Morning,High
Rain,6.852,Rural,Night-unlit,Low,30,Afternoon,Medium
Clear,5.031,Rural,Daylight,Medium,60,Afternoon,Medium
Fog,4.443,Urban,Night-lit,Very High,50,Evening,High
Fog,5.758,Urban,Dawn/Dusk,Medium,40,Evening,High
Drizzle,9.134,Rural,Night-lit,High,50,Afternoon,High
Clear,6.498,Highway,Night-lit,Medium,30,Afternoon,Low
Clear,5.825,Urban,Daylight,Medium,60,Morning,Low
Clear,0.4,Highway,Dawn/Dusk,Very High,100,Night,High
Clear,7.104,Rural,Daylight,High,80,Afternoon,Medium
Fog,4.087,Rural,Daylight,Medium,50,Night,High
Fog,4.146,Urban,Night-unlit,High,40,Afternoon,High
Rain,7.507,Highway,Daylight,Medium,50,Afternoon,Medium
Clear,4.074,Rural,Daylight,High,100,Morning,Medium
Rain,2.318,Urban,Daylight,Medium,100,Morning,High
Clear,3.013,Urban,Dawn/Dusk,Medium,80,Evening,High
Rain,3.943,Urban,Daylight,Low,80,Morning,Medium
Clear,8.406,Rural,Daylight,Medium,40,Morning,Low
Rain,0.4,Rural,Night-unlit,High,60,Afternoon,High
Rain,6.849,Urban,Night-unlit,Medium,80,Afternoon,High
Clear,7.448,Intersection,Daylight,Very High,100,Morning,High
Drizzle,5.416,Intersection,Daylight,Very High,60,Morning,High
Rain,4.056,Urban,Night-unlit,Low,100,Morning,High
Fog,5.57,Highway,Daylight,Low,60,Morning,Medium
Clear,5.665,Urban,Daylight,Very High,40,Night,Medium
Fog,6.865,Urban,Daylight,Very High,50,Night,High
Rain,3.38,Urban,Daylight,Very High,60,Night,High
Fog,5.265,Urban,Daylight,Medium,100,Evening,High
Drizzle,6.808,Intersection,Daylight,High,60,Morning,Medium
Clear,5.187,Intersection,Night-lit,Low,80,Afternoon,Medium
Rain,5.712,Highway,Daylight,High,60,Morning,Medium
Rain,4.295,Urban,Dawn/Dusk,High,50,Afternoon,Medium
Drizzle,6.331,Highway,Night-lit,Medium,60,Morning,Medium
Clear,5.61,Urban,Daylight,High,80,Morning,Low
Clear,2.319,Highway,Dawn/Dusk,High,50,Evening,High
Clear,6.106,Intersection,Night-unlit,High,100,Night,High
Rain,4.454,Urban,Daylight,Medium,30,Afternoon,Low
Fog,4.659,Urban,Dawn/Dusk,High,80,Morning,High
Clear,4.845,Rural,Daylight,Low,80,Evening,Low
Drizzle,3.083,Intersection,Night-lit,High,80,Night,High
Clear,3.857,Urban,Night-lit,Medium,50,Afternoon,Medium
Clear,3.904,Rural,Night-unlit,High,40,Afternoon,Medium
Clear,5.433,Highway,Daylight,High,80,Morning,Medium
Clear,6.341,Intersection,Daylight,Medium,50,Evening,Medium
Fog,3.602,Urban,Daylight,Medium,80,Morning,High
Drizzle,6.13,Rural,Night-unlit,Very High,30,Afternoon,Medium
Clear,7.56,Rural,Dawn/Dusk,High,50,Morning,Medium
Drizzle,6.924,Highway,Dawn/Dusk,High,100,Evening,High
Drizzle,5.703,Urban,Night-lit,High,30,Morning,Medium
Storm,6.395,Intersection,Dawn/Dusk,High,50,Night,High
Storm,8.701,Urban,Night-lit,Very High,40,Morning,High
Drizzle,5.513,Highway,Night-lit,Medium,40,Afternoon,Medium
Fog,5.396,Rural,Dawn/Dusk,High,50,Morning,Medium
Clear,3.622,Urban,Night-lit,Low,40,Afternoon,Low
Fog,5.054,Highway,Night-lit,Medium,80,Evening,High
Storm,1.836,Rural,Night-unlit,Low,50,Night,High
